"","ID","errors","treatment"
"533","63b6dfb29118fec2d923f8c3",5,"errors_bdm"
"534","62a8f6b1a7a7e5eb492c0231",9,"errors_bdm"
"535","5f8f846ac44f8f1fb3a03873",6,"errors_bdm"
"536","6328c18273754393c988735f",3,"errors_bdm"
"537","5c4fa7058ac59200014ce7fc",3,"errors_bdm"
"538","627a7fc214142c6f228e84fb",0,"errors_bdm"
"539","60fe3f623a905f955c654cb5",0,"errors_bdm"
"540","5e7e94f6279cb0000a027185",6,"errors_bdm"
"541","634582272da179ace63ac3db",1,"errors_bdm"
"542","559ecce6fdf99b16653fb880",1,"errors_bdm"
"543","5c1b97f889f0350001726def",10,"errors_bdm"
"544","6101ef1676d38820d1002ef5",2,"errors_bdm"
"545","6436271f6ff817660ede859b",2,"errors_bdm"
"546","6304d96fa9bd6e269ae89297",0,"errors_bdm"
"547","630d941b48a1bf15ca5ade75",7,"errors_bdm"
"548","60fe3355044fe7dbcfd05176",3,"errors_bdm"
"549","5dd6a565f30aa662cba3d8de",4,"errors_bdm"
"550","60318abd5f6c24103dd02a1f",0,"errors_bdm"
"551","6105619fd55674bb2c2f0f74",7,"errors_bdm"
"552","63a305f8e366a71869e593ad",10,"errors_bdm"
"553","5bb3830499d3d900017ad3d2",2,"errors_bdm"
"554","63a1c35e816d4a160c593f04",5,"errors_bdm"
"555","574450f63fdc69000e09555d",0,"errors_bdm"
"556","60e9c78a617cbabf4732fee6",1,"errors_bdm"
"557","615239af65358edf57e7a095",10,"errors_bdm"
"558","5e6a285eb7c24208ef1b9569",8,"errors_bdm"
"559","5ba259603bf2350001a54284",0,"errors_bdm"
"560","636291b6dac9ab5b979d172c",12,"errors_bdm"
"561","62c7b44340785bc85ce9054a",9,"errors_bdm"
"562","5e69076e64d2fb1bc091241a",4,"errors_bdm"
"563","63be2cfef5b782c28baec197",10,"errors_bdm"
"564","616f727b03e888e0f8213eec",13,"errors_bdm"
"565","63026053812fe400f2929701",0,"errors_bdm"
"566","5f067f5d65bf871ea04329ed",3,"errors_bdm"
"567","63fbe246ebac23314dda213f",2,"errors_bdm"
"568","63cd760c18f08aa16c2c8a8a",11,"errors_bdm"
"569","5a2add709408dc00016f57d3",5,"errors_bdm"
"570","5ff37fcafef4d1958f4ac4a3",2,"errors_bdm"
"571","6272ae90bcc3709d723d1d2b",4,"errors_bdm"
"572","5d269fedf6dec40019b87a59",1,"errors_bdm"
"573","5d2df867d7cc160019673031",8,"errors_bdm"
"574","5f596abb349f1f1b834a54e5",3,"errors_bdm"
"575","55cc19c7fe3304000562562c",7,"errors_bdm"
"576","593b8bd9332be10001f4d786",1,"errors_bdm"
"577","5de7d7a6603b1b73f3944f8e",9,"errors_bdm"
"578","6413679df656829532b4429c",4,"errors_bdm"
"579","62a0b34cbcc5987a8fa73c39",0,"errors_bdm"
"580","5d8e64ab4e055600157a3d90",0,"errors_bdm"
"581","63615bb6922c170dc50b434a",11,"errors_bdm"
"582","6406d015ad2a96ceef1f86cc",0,"errors_bdm"
"583","63d7eca29f0291aff53b003e",5,"errors_bdm"
"584","5b667e3fdc84c6000173edc2",5,"errors_bdm"
"585","599de37e17c03c000151b1f2",0,"errors_bdm"
"586","5defad479db50d000d727ed1",7,"errors_4box"
"587","610ac6c64e24f33501e5d914",0,"errors_4box"
"588","5b67a13bcf223500012168e3",0,"errors_4box"
"589","610869fdc0cd6f8e3db4cb52",5,"errors_4box"
"590","6025b3681ff1521a3369dffe",4,"errors_4box"
"591","606dfa579ce4f86f0c7d3568",2,"errors_4box"
"592","57dd1a741334540001170404",5,"errors_4box"
"593","613b90589da40a5f42ad01b7",3,"errors_4box"
"594","5ed57ec8141d24118731f1bc",1,"errors_4box"
"595","60f5dc6cba19bf6145b8c921",4,"errors_4box"
"596","614ce6a7a33bac955957f7a6",6,"errors_4box"
"597","60c167bfe3b81c9d04740d04",5,"errors_4box"
"598","6108d9e45c65a1a0bc60c13c",0,"errors_4box"
"599","55a47692fdf99b126e625257",10,"errors_4box"
"600","60d38bc77bf91667dce30e64",0,"errors_4box"
"601","5e3d8ef3b9b9e3043d928529",1,"errors_4box"
"602","570fa0905edc8f000fe73c4a",0,"errors_4box"
"603","5f5803725e034735349617ee",1,"errors_4box"
"604","5db9a46ff8e3f9000f88cb85",1,"errors_4box"
"605","5886d67b3e1f290001aa7529",6,"errors_4box"
"606","616b2966d0aee4f9879a656b",3,"errors_4box"
"607","5c707357011e2900019d3707",1,"errors_4box"
"608","57d02ffb596f5d0001df741f",0,"errors_4box"
"609","5e564ce0dacee801de6ea4cb",0,"errors_4box"
"610","5f38e87099a44d40b79e5009",1,"errors_4box"
"611","5eda94f69f275211dff92234",5,"errors_4box"
"612","5feb3334d92c4a38fa296cb4",5,"errors_4box"
"613","5f330e8f72030b0fa290a172",5,"errors_4box"
"614","5c3e56b53178f800010aae08",1,"errors_4box"
"615","5d7e5e9b377dc300014335de",1,"errors_4box"
"616","57a12661913c7100019767b7",1,"errors_4box"
"617","60d018cc0f3faeaec2f7b7e5",1,"errors_4box"
"618","58d876b14240e50001190090",2,"errors_4box"
"619","5e816bdc285d3884d00d6dcb",3,"errors_4box"
"620","5e5731e3e1e8b90e25c1f3a2",7,"errors_4box"
"621","568d286ab5a2c2000cb6a91c",1,"errors_4box"
"622","596e5b7dc2e0220001c1015f",2,"errors_4box"
"623","6147a1c343f05087ff340b52",4,"errors_4box"
"624","60f1d81960d9ca3a725d65f6",1,"errors_4box"
"625","55b6ed4afdf99b437183fa6f",7,"errors_4box"
"626","615e1782e969d4939045c54f",2,"errors_4box"
"627","5d0e6b201b7ef6001a6346fc",0,"errors_4box"
"628","5f6056e9a41e0d14d4c19f4c",1,"errors_4box"
"629","613fda883d650eff1765cd31",0,"errors_4box"
"630","6100372e3a116cb5cb36ebea",0,"errors_4box"
"631","60e2577f8c52db9d1fb5ffac",0,"errors_4box"
"632","5f31b9ad9c42ef0dd178c680",4,"errors_4box"
"633","60a7b54f182e4ecb0b53874a",0,"errors_4box"
"634","5f4d68285a01eea23f58ac1d",5,"errors_4box"
"635","60c18d0606115c8eecb6091b",3,"errors_4box"
"636","5b54ce6fb7ef510001676f99",1,"errors_4box"
"637","56e5e6ef25f3bd000a40820c",3,"errors_4box"
"638","611c7e955d058e9cb73d8c2e",8,"errors_4box"
"639","60cfe3ebffa8b736150f0c0c",0,"errors_4box"
"640","60c3ba02dfcf64dbe7ae0396",1,"errors_4box"
"641","5de7d12c26dd95000b6824c5",2,"errors_4box"
"642","60c3d95ed1133cbcef7f7079",1,"errors_4box"
"643","616b42ee1dfd8c43a9697f47",0,"errors_4box"
"644","5a02083e087f2e0001eadbdb",0,"errors_4box"
"645","614ca7f8fc7cba1b74101bfe",1,"errors_4box"
"646","5ed17f22e1dc340c98fd6bc7",9,"errors_4box"
"647","600628028f2211980fd1632c",9,"errors_4box"
"648","5e9a2251a69f690b9cc31ede",5,"errors_4box"
"649","56caf7b564c068000c4d798a",3,"errors_4box"
"650","610d8fd45ccab90c42a4a6e2",3,"errors_4box"
"651","5dd37881523df036fecff14d",3,"errors_4box"
"652","5c44cf2da5487b00011d0b80",1,"errors_4box"
"653","60ce5270f1695ea416c25fc3",3,"errors_4box"
"654","5faa241191ed672f7830755d",8,"errors_4box"
"655","56ec151f388e1d000a5924d0",4,"errors_4box"
"656","5ee58dc80d29732d11277f16",3,"errors_4box"
"657","5f55b2de5c3cb118507479f5",3,"errors_4box"
"658","5df81cd72713055bdf02efd8",0,"errors_4box"
"659","5ec6d423fc10270f0bbbc90e",0,"errors_4box"
"660","616ef680ab8ca318a227f5ec",3,"errors_4box"
"661","60008e2ee4d8c913c602e0cd",7,"errors_4box"
"662","5d89a31c43734d0001b6a706",6,"errors_4box"
"663","5e837e917441520b9c662931",1,"errors_4box"
"664","6020606d7b0258677b881f63",8,"errors_4box"
"665","5ffd055afa9eac21f6e8bc6f",8,"errors_4box"
"666","5dce29700ad506063969a4a5",0,"errors_4box"
"667","5f3ac1732efa0a74f975b1a8",0,"errors_4box"
"668","601606098a88c4772f7db43c",0,"errors_4box"
"669","5d254db8bb2e30001933fe36",7,"errors_4box"
"670","5a01e188ab721b0001ef7134",0,"errors_4box"
"671","55d5e2c9db6a810006fa078b",0,"errors_4box"
"672","6140d7cdf9bc6016591c2878",1,"errors_4box"
"673","5f847dd8347e210d1acd5802",0,"errors_4box"
"674","6138c15bd47ecca8b56a704f",3,"errors_4box"
"675","558afa29fdf99b7dfdbac1c6",2,"errors_4box"
"676","55bd8669fdf99b5bfc7d4cfc",7,"errors_4box"
"677","5ba855d47c0ebe0001272f70",1,"errors_4box"
