"","session","mirrorFirst","ID","boxes","imistake","pred","prob","type","taskName","CR1","CR2","CR3","sex","major","math","economics","cuM","cuL","precisionL","precisionM","similarity","attnBoxL","attnBoxM","attnPayL","attnPayM","repeated","mirror","lottery","r_mirror","r_lottery","time_mirror","time_lottery","time_r_mirror","time_r_lottery","noiseL","noiseM","noise","elicitation","multiplier","treatment"
"1377",1,FALSE,"55d5b307cfc2f400054583d1",100,TRUE,-6.5,25,"L","L25","4 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","High school",95,70,80,100,"I followed mostly similar strategies.",80,70,80,80,0,-6.5,-18.5,0,0,21.4,14.9,NA,NA,0,0,0,"MPL",-1,"error"
"1378",1,FALSE,"55d5b307cfc2f400054583d1",100,TRUE,-12.5,50,"L","L50","4 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","High school",95,70,80,100,"I followed mostly similar strategies.",80,70,80,80,0,-12.5,-12.5,0,0,8.29999999999999,36.1000000000002,NA,NA,0,0,0,"MPL",-1,"error"
"1379",1,FALSE,"55d5b307cfc2f400054583d1",100,TRUE,-18.5,75,"L","L75","4 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","High school",95,70,80,100,"I followed mostly similar strategies.",80,70,80,80,0,-18.5,-19.5,0,0,22.4,22.6000000000001,NA,NA,0,0,0,"MPL",1,"error"
"1380",1,FALSE,"55d5b307cfc2f400054583d1",100,TRUE,-22.5,90,"L","L90","4 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","High school",95,70,80,100,"I followed mostly similar strategies.",80,70,80,80,0,-22.5,-21.5,0,0,12,11.3,NA,NA,0,0,0,"MPL",1,"error"
"1381",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,0,50,"A","A10","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,11,51,0,0,53.0000000000005,30.2000000000002,NA,NA,0,0,0,"MPL",-1,"error"
"1382",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,0,50,"A","A15","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,15,29,0,0,54.8000000000005,25.6000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1383",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,2.5,10,"G","G10","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,22.5,12.5,0,0,10.6,63.9000000000006,NA,NA,0,0,0,"MPL",1,"error"
"1384",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,6.5,25,"G","G25","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,7.5,18.5,0,0,16.8,14.4,NA,NA,0,0,0,"MPL",1,"error"
"1385",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,12.5,50,"G","G50","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,12.5,12.5,0,0,9.09999999999998,23.6000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1386",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,18.5,75,"G","G75","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,18.5,12.5,0,0,54.9000000000005,10.6,NA,NA,0,0,0,"MPL",-1,"error"
"1387",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,22.5,90,"G","G90","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,22.5,3.5,0,0,40.0000000000003,20.3,NA,NA,0,0,0,"MPL",-1,"error"
"1388",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,-2.5,10,"L","L10","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,-22.5,-13.5,0,0,14.7,15.4,NA,NA,0,0,0,"MPL",-1,"error"
"1389",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,-6.5,25,"L","L25","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,-22.5,-7.5,0,0,27.7000000000001,28.2000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1390",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,-12.5,50,"L","L50","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,-12.5,-13.5,0,0,10.5,5,NA,NA,0,0,0,"MPL",-1,"error"
"1391",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,-18.5,75,"L","L75","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,-18.5,-13.5,0,0,20.9,28.5000000000001,NA,NA,0,0,0,"MPL",1,"error"
"1392",1,FALSE,"561c4dc1811d220005f31d9b",100,TRUE,-22.5,90,"L","L90","9 days","20","$7,000","Male","Science/Engineering","Two or more university-level courses","Two or more university-level courses",60,60,100,100,"I followed mostly similar strategies.",90,100,100,100,0,-22.5,-13.5,0,0,43.9000000000004,6.29999999999999,NA,NA,0,0,0,"MPL",1,"error"
"1393",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,0,50,"A","A10","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,23,19,0,0,10.8,23.2000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1394",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,0,50,"A","A15","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,29,27,0,0,13.6,15.6,NA,NA,0,0,0,"MPL",-1,"error"
"1395",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,2.5,10,"G","G10","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,4.5,25.5,0,0,17.2,21.6,NA,NA,0,0,0,"MPL",1,"error"
"1396",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,6.5,25,"G","G25","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,0.5,0.5,0,0,15.9,15.9,NA,NA,0,0,0,"MPL",1,"error"
"1397",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,12.5,50,"G","G50","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,9.5,7.5,0,0,12.4,23.9000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1398",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,18.5,75,"G","G75","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,25.5,17.5,0,0,6.19999999999999,15.9,NA,NA,0,0,0,"MPL",-1,"error"
"1399",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,22.5,90,"G","G90","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,22.5,14.5,0,0,12.3,20.2,NA,NA,0,0,0,"MPL",-1,"error"
"1400",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,-2.5,10,"L","L10","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,-8.5,-18.5,0,0,14.5,10.7,NA,NA,0,0,0,"MPL",-1,"error"
"1401",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,-6.5,25,"L","L25","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,-10.5,-5.5,0,0,19.8,22.3,NA,NA,0,0,0,"MPL",-1,"error"
"1402",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,-12.5,50,"L","L50","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,-21.5,-18.5,0,0,16.7,31.8000000000002,NA,NA,0,0,0,"MPL",-1,"error"
"1403",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,-18.5,75,"L","L75","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,-20.5,-22.5,0,0,19.8,18.8,NA,NA,0,0,0,"MPL",1,"error"
"1404",1,FALSE,"568e7144e3ef9e000da20149",100,TRUE,-22.5,90,"L","L90","9","10","7000","Male","Other","High school","No course",50,50,70,69,"I followed identical strategies.",69,66,91,89,0,-22.5,-22.5,0,0,15.7,152.899999999996,NA,NA,0,0,0,"MPL",1,"error"
"1405",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,0,50,"A","A10","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,1,9,0,0,42.0000000000003,14.8,NA,NA,0,0,0,"MPL",-1,"error"
"1406",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,0,50,"A","A15","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,5,17,0,0,18.6,21,NA,NA,0,0,0,"MPL",-1,"error"
"1407",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,2.5,10,"G","G10","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,4.5,1.5,0,0,21.3,34.3000000000002,NA,NA,0,0,0,"MPL",1,"error"
"1408",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,6.5,25,"G","G25","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,5.5,4.5,0,0,41.5000000000003,20,NA,NA,0,0,0,"MPL",1,"error"
"1409",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,12.5,50,"G","G50","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,9.5,10.5,0,0,23.4000000000001,30.5000000000002,NA,NA,0,0,0,"MPL",-1,"error"
"1410",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,18.5,75,"G","G75","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,5.5,15.5,0,0,39.1000000000003,17,NA,NA,0,0,0,"MPL",-1,"error"
"1411",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,22.5,90,"G","G90","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,14.5,14.5,0,0,27.3000000000001,82.0999999999996,NA,NA,0,0,0,"MPL",-1,"error"
"1412",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,-2.5,10,"L","L10","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,-2.5,-5.5,0,0,19.4,15.2,NA,NA,0,0,0,"MPL",-1,"error"
"1413",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,-6.5,25,"L","L25","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,-2.5,-10.5,0,0,43.7000000000004,17,NA,NA,0,0,0,"MPL",-1,"error"
"1414",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,-12.5,50,"L","L50","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,-21.5,-10.5,0,0,25.1000000000001,41.6000000000003,NA,NA,0,0,0,"MPL",-1,"error"
"1415",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,-18.5,75,"L","L75","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,-17.5,-20.5,0,0,13.5,31.8000000000002,NA,NA,0,0,0,"MPL",1,"error"
"1416",1,TRUE,"57a48845eeaf6d00018d62d7",100,TRUE,-22.5,90,"L","L90","4","20","7000","Female","Science/Engineering","Single university-level course","Single university-level course",67,62,100,100,"I followed identical strategies.",100,99,100,100,0,-17.5,-13.5,0,0,34.3000000000002,22.6000000000001,NA,NA,0,0,0,"MPL",1,"error"
"1417",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,0,50,"A","A10","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,11,13,0,0,14.9,9.79999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1418",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,0,50,"A","A15","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,15,19,0,0,8.79999999999998,16.3,NA,NA,0,0,0,"MPL",-1,"error"
"1419",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,2.5,10,"G","G10","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,2.5,3.5,0,0,25.3000000000001,28.4000000000001,NA,NA,0,0,0,"MPL",1,"error"
"1420",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,6.5,25,"G","G25","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,7.5,4.5,0,0,11.6,25.4000000000001,NA,NA,0,0,0,"MPL",1,"error"
"1421",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,12.5,50,"G","G50","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,12.5,9.5,0,0,13.3,14.8,NA,NA,0,0,0,"MPL",-1,"error"
"1422",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,18.5,75,"G","G75","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,12.5,14.5,0,0,74.3000000000001,12.5,NA,NA,0,0,0,"MPL",-1,"error"
"1423",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,22.5,90,"G","G90","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,23.5,18.5,0,0,13.4,15.5,NA,NA,0,0,0,"MPL",-1,"error"
"1424",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,-2.5,10,"L","L10","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,-2.5,-4.5,0,0,16.9,22.3,NA,NA,0,0,0,"MPL",-1,"error"
"1425",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,-6.5,25,"L","L25","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,-7.5,-7.5,0,0,13.4,24.3000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1426",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,-12.5,50,"L","L50","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,-12.5,-15.5,0,0,10.9,16.6,NA,NA,0,0,0,"MPL",-1,"error"
"1427",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,-18.5,75,"L","L75","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,-17.5,-18.5,0,0,12.8,30.9000000000002,NA,NA,0,0,0,"MPL",1,"error"
"1428",1,FALSE,"588908498fd7f00001d735f8",100,TRUE,-22.5,90,"L","L90","4","20","lost money","Male","Other","Single university-level course","No course",19,29,91,81,"I followed mostly similar strategies.",98,97,98,99,0,-22.5,-20.5,0,0,14,20.2,NA,NA,0,0,0,"MPL",1,"error"
"1429",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,0,50,"A","A10","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,3,1,0,0,13.8,37.1000000000003,NA,NA,0,0,0,"MPL",-1,"error"
"1430",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,0,50,"A","A15","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,27,7,0,0,29.4000000000001,20.8,NA,NA,0,0,0,"MPL",-1,"error"
"1431",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,2.5,10,"G","G10","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,4.5,2.5,0,0,8.49999999999999,12.1,NA,NA,0,0,0,"MPL",1,"error"
"1432",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,6.5,25,"G","G25","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,3.5,4.5,0,0,10.8,10.6,NA,NA,0,0,0,"MPL",1,"error"
"1433",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,12.5,50,"G","G50","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,4.5,4.5,0,0,7.69999999999999,14.4,NA,NA,0,0,0,"MPL",-1,"error"
"1434",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,18.5,75,"G","G75","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,4.5,4.5,0,0,8.59999999999999,12.4,NA,NA,0,0,0,"MPL",-1,"error"
"1435",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,22.5,90,"G","G90","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,4.5,4.5,0,0,21.7,11.9,NA,NA,0,0,0,"MPL",-1,"error"
"1436",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,-2.5,10,"L","L10","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,-18.5,-17.5,0,0,6.89999999999999,20.9,NA,NA,0,0,0,"MPL",-1,"error"
"1437",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,-6.5,25,"L","L25","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,-15.5,-20.5,0,0,7.89999999999999,9.19999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1438",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,-12.5,50,"L","L50","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,-18.5,-19.5,0,0,7.19999999999999,26.0000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1439",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,-18.5,75,"L","L75","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,-18.5,-20.5,0,0,5.9,10.7,NA,NA,0,0,0,"MPL",1,"error"
"1440",1,FALSE,"59014ee029f42300013cc5b7",100,TRUE,-22.5,90,"L","L90","3 days","30","11000","Female","Other","Single university-level course","High school",22,30,56,37,"I followed mostly similar strategies.",72,72,83,83,0,-17.5,-19.5,0,0,17.9,12.1,NA,NA,0,0,0,"MPL",1,"error"
"1441",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,0,50,"A","A10","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,9,9,0,0,56.4000000000005,20.6,NA,NA,0,0,0,"MPL",-1,"error"
"1442",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,0,50,"A","A15","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,17,15,0,0,21.9,13,NA,NA,0,0,0,"MPL",-1,"error"
"1443",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,2.5,10,"G","G10","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,9.5,9.5,0,0,5.9,4.7,NA,NA,0,0,0,"MPL",1,"error"
"1444",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,6.5,25,"G","G25","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,15.5,9.5,0,0,15.2,6.09999999999999,NA,NA,0,0,0,"MPL",1,"error"
"1445",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,12.5,50,"G","G50","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,10.5,9.5,0,0,19.4,9.79999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1446",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,18.5,75,"G","G75","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,10.5,9.5,0,0,10.4,9.99999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1447",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,22.5,90,"G","G90","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,9.5,9.5,0,0,10.6,7.49999999999999,NA,NA,0,0,0,"MPL",-1,"error"
"1448",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,-2.5,10,"L","L10","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,-14.5,-15.5,0,0,121.799999999997,8.39999999999999,NA,NA,0,0,0,"MPL",-1,"error"
"1449",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,-6.5,25,"L","L25","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,-15.5,-15.5,0,0,5.1,7.09999999999999,NA,NA,0,0,0,"MPL",-1,"error"
"1450",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,-12.5,50,"L","L50","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,-15.5,-15.5,0,0,13.4,27.8000000000001,NA,NA,0,0,0,"MPL",-1,"error"
"1451",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,-18.5,75,"L","L75","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,-15.5,-19.5,0,0,16.5,8.59999999999999,NA,NA,0,0,0,"MPL",1,"error"
"1452",1,TRUE,"5920b1f62b529b00013f3214",100,TRUE,-22.5,90,"L","L90","4 days","30","lost money","Male","Science/Engineering","Two or more university-level courses","High school",70,75,70,80,"I followed totally different strategies",90,90,95,95,0,-15.5,-15.5,0,0,11.4,5.5,NA,NA,0,0,0,"MPL",1,"error"
"1453",1,TRUE,"59306fc35f170a00014358da",100,TRUE,0,50,"A","A10","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,29,29,0,0,9.29999999999998,9.29999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1454",1,TRUE,"59306fc35f170a00014358da",100,TRUE,0,50,"A","A15","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,29,29,0,0,9.89999999999998,9.99999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1455",1,TRUE,"59306fc35f170a00014358da",100,TRUE,2.5,10,"G","G10","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,9.5,9.5,0,0,7.09999999999999,6.39999999999999,NA,NA,0,0,0,"MPL",1,"error"
"1456",1,TRUE,"59306fc35f170a00014358da",100,TRUE,6.5,25,"G","G25","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,9.5,14.5,0,0,7.89999999999999,33.3000000000002,NA,NA,0,0,0,"MPL",1,"error"
"1457",1,TRUE,"59306fc35f170a00014358da",100,TRUE,12.5,50,"G","G50","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,9.5,14.5,0,0,5.4,5.3,NA,NA,0,0,0,"MPL",-1,"error"
"1458",1,TRUE,"59306fc35f170a00014358da",100,TRUE,18.5,75,"G","G75","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,14.5,14.5,0,0,8.29999999999999,9.29999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1459",1,TRUE,"59306fc35f170a00014358da",100,TRUE,22.5,90,"G","G90","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,6.5,14.5,0,0,35.3000000000002,3.6,NA,NA,0,0,0,"MPL",-1,"error"
"1460",1,TRUE,"59306fc35f170a00014358da",100,TRUE,-2.5,10,"L","L10","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,-15.5,-10.5,0,0,8.39999999999999,22.1,NA,NA,0,0,0,"MPL",-1,"error"
"1461",1,TRUE,"59306fc35f170a00014358da",100,TRUE,-6.5,25,"L","L25","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,-10.5,-10.5,0,0,3.2,8.99999999999998,NA,NA,0,0,0,"MPL",-1,"error"
"1462",1,TRUE,"59306fc35f170a00014358da",100,TRUE,-12.5,50,"L","L50","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,-10.5,-10.5,0,0,12.3,4,NA,NA,0,0,0,"MPL",-1,"error"
"1463",1,TRUE,"59306fc35f170a00014358da",100,TRUE,-18.5,75,"L","L75","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,-10.5,-10.5,0,0,8.09999999999999,5.8,NA,NA,0,0,0,"MPL",1,"error"
"1464",1,TRUE,"59306fc35f170a00014358da",100,TRUE,-22.5,90,"L","L90","4","30","7000","Male","Art/Music","High school","High school",60,60,100,100,"I followed identical strategies.",100,100,100,100,0,-15.5,-10.5,0,0,19,5.2,NA,NA,0,0,0,"MPL",1,"error"
"1465",1,TRUE,"5a0071766e1ea9000124db35",100,TRUE,0,50,"A","A10","4","20","7000","Male","Other","High school","High school",35,45,95,100,"I followed mostly different strategies.",75,10,90,90,0,11,19,0,0,51.9000000000005,40.7000000000003,NA,NA,0,0,0,"MPL",-1,"error"
"1466",1,TRUE,"5a0071766e1ea9000124db35",100,TRUE,0,50,"A","A15","4","20","7000","Male","Other","High school","High school",35,45,95,100,"I followed mostly different strategies.",75,10,90,90,0,15,9,0,0,74.1000000000001,42.6000000000003,NA,NA,0,0,0,"MPL",-1,"error"
